,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
1348,ms_gokulnath,அன்பின் பாதை சோ்ந்தவருக்கு முடிவே இல்லையடா மனதின் நீளம் எதுவோ அதுவே வாழ்வின் நீளமடா....,"Chennai, India",1795,1261,21541,40,"Official statement from @rmmoffice  regarding the news speculating on TV and social media about the #RajinikanthPoliticalParty 

@SudhakarVM 
#ThalaivarRajinikanth 
#RajinikanthPoliticalEntry #RajiniMakkalMandram #RajinikanthPolitics https://t.co/1EBUDQunPf",[]
1349,SerendipitySays,"Agnostic Liberal, Science and Tech enthusiast, news junkie, proud geek, PC Gamer and overenthusiastic Retweeter! Generally optimistic. Dreams of being a writer.",A Pale Blue Dot,351,1970,979533,38,"Gavin Williamson orders council to keep schools open and threatens legal action
https://t.co/f2fr711BaF",[]
1350,_ShaffanMohd,sc : shaffanmohd,ig : _ shaffanmohd ,348,574,76724,177,"'I did the right thing', says Top Glove whistleblower Yubaraj https://t.co/ZMksAdTxq3",[]
1351,TraceyMiracle,I lean left but I'm not falling over don't expect me to agree with you,,772,115,7531,19,"More than half a million Uighurs and other minorities forced to pick cotton in China, report reveals https://t.co/7VAv6jBp3a",[]
1352,parkside21e4,"Welcome to our Twitter account. Follow us for updates on school life and activities.

https://t.co/2pCi5MPGOK","21 Wellington Ave, London E4",45,369,1912,0,A Letter From Cllr. Williams - Waltham Forest Council https://t.co/6XRG9HFP4Q,[]
1353,mbethany_a,Just an ordinary fangirl with big dreams 💖 | since 2015 ‧₊˚✩彡,Republic of the Philippines,4646,1110,20172,1002,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
1354,Trade_The_News,Official http://t.co/QZnPhsLir9 Stream,Global,1234,12936,45935,0,"$BNTX Reportedly EMA plans to approve Pfizer/BioNTech $PFE vaccine on Dec 23rd - German press (BioNTech)
(More at https://t.co/HvhVFe3XD4)",[]
1355,fijivillage,Fiji's widest covering news and sports website | Like on Facebook: https://t.co/j0roQYVf5B | Follow on IG: @fijivillage,Fiji,819,21019,54737,0,"Some people have been seen putting up shutters in preparation for TC Yasa

#FijiNews #Fiji #TCYasa
https://t.co/0RLOQIDW9g","['FijiNews', 'Fiji', 'TCYasa']"
1356,SSXman2,I'm a biologist,"Benin-City, Nigeria",5048,4688,453472,2,"[Advanced Business Analytics] today's most popular items are on https://t.co/svyl3pxcBj
https://t.co/ebn0q98xQK #businessanalytics #digitaltransformation",[]
1357,JoniWildLife,Earthwoman. LVT. Zoo&WildlifeNut. TV/Movie Geek. Obsessed w/ The Walking Dead.  #TWDFamily #BidenHarris2020,NoVa,1144,580,7172,66,"#TheWalkingDead fan's epic Final Season poster pits the Civic Republic Military against the Commonwealth Army: 

https://t.co/JQ9I8cz2kI https://t.co/2a7anOym3j",['TheWalkingDead']
1358,JustinC94019825,Im an Obsessed Passionate Die Hard @LFC Fan ⚽⚽ i Breathe Eat Live Sleep LFC😎 i Love my Football Club with all my heart an Soul 💖💖 LFC is My Life 💖💖💖 #YNWA,London My Home Anfield ,4745,6760,54359,7,"""Especially for me, the draw is special, a dream come true.""

He spent six years as a teammate of Jürgen Klopp at Mainz.

Now @schfer_g is a football editor who covers RB Leipzig for a local paper.

Here's his take on yesterday's Champions League draw...

https://t.co/4vRQ8vXxi2 https://t.co/ihuNzHRNLz",[]
1359,S4lllyC,"Wife of one, mother of two, proud Nana of three. Proud to be a Tigress  #TigersFamily. Love to sing #LeicesterPhil.",,217,40,1184,2,"Morning all. Hold on in there. The good news is that there are just seventeen more days of 2020 to go. The bad news is that each of them is 87,000 hours long and contains enough calamity for an entire series of The Perils of Penelope Pitstop. https://t.co/4ioCaZK1Nw",[]
1360,EU_Gaming_Media,Leading source of information for the online gambling market. Live events/conferences and education at the highest quality.,Transylvania,1464,1792,17884,0,1Click Games adds ELK Studios games to White Label Casino Platform https://t.co/7QOxahwob3,[]
1361,Emma_niDhulaing,"She/her
#WearaMask 😷😷😷
Take care of each other 💖 
Plant Native Trees 🌳
1st love #MegalithicIreland  🌟
Always learning 
Dancing in moonlight with the Sídhe","Galway, Ireland",4850,2195,24637,33,"https://t.co/HPfhva91FZ you need to read this in full. The @greenparty_ie cannot be trusted, nor it's leader @EamonRyan can be trusted on #CETA and it's relevant for current members, Cllrs and TD's. Eamon Ryan's word means nothing anymore.",[]
1362,BabandEkrem,"🇹🇷 Ankara/Çorum
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Liverpool/Manchester",,127,75,4925,41,Scientists find rocky chunks of asteroid in Hayabusa-2 space capsule https://t.co/3jlyUPf4vR,[]
1363,Tori_Nigeria,"• News Update (24/7) 🌍🕒
• Entertainment🤣, Sports⚽, Politics🇳🇬
• DM us for adverts & media partnerships","Lagos, Nigeria",205,2154,150089,0,Notorious Nigerian Cocaine Kingpin 'Chief' Arrested In India https://t.co/iJuEWJ0PLN,[]
1364,6002s1004,BLUE CIELO ☁️⭐️ #JusticeForYuchun . 6002&3009,,105,261,14547,0,"Add to that all the donations and charity works that he isn't publicizing. 

You parasites really have the nerve to do accounting now when all you did was to slander him, spread fake news and incite hate against him??",[]
1365,Wilhelm709,,,169,40,4931,21,"In Germany, with the exception of Christmas, the number of people allowed to meet indoors will remain restricted to five, not including children under 14. The sale of fireworks to celebrate New Year's will also be banned. https://t.co/g3Hpyb5uaE",[]
1366,RageInsomnia,"occasional shitpost and retweets, swiss 🇨🇭 , history nerd, filthy neutral",Schweiz,1165,460,49983,0,"@GOJOS_BITCH_ @matchafuu @cccgs5 @GenshinImpact If you're gonna be triggered by step sibling incest appearing in weeb shit boy do i have news for you

Maybe you normie zoomers should just get away from weeb stuff if you're gonna have a fit every time you see something uncomfortable",[]
1367,LindaO888,Fear is the new black,,1374,1048,18790,50,At the center of the biggest cyber-attack in recent memory is a little-known software maker with a customer list that includes every branch of the military and 80% of the Fortune 500 https://t.co/d5Ln67pt1i,[]
1368,shingstannies,"You've shown me I have reasons
🐨🐹🐱🐿️🐣🐯🐰
Luctor et emergo
     
SHE/ HER",I should LOVE MYSELF,739,286,5986,1002,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
1369,evoIndia,"Official handle of evo India magazine; The Thrill Of Driving & Riding! December 2020 issue, out now!",India,1519,12287,15812,0,"#AashiHanspal scored two podiums at the 24-Hour Dubai Endurance Karting Championship, as part of the team that won the #NationsCup 
.
Read more:
https://t.co/fBYG74hyM0","['AashiHanspal', 'NationsCup']"
1370,Official_MRLP,"Vote for Insanity - You know it makes sense! 
Governments nicking our #Manicfesto ideas since 1963. Kazoo World Record Holders. 
RTs are just that, nothing more",Official ✔ Verified Account,2595,9053,80862,0,"News that a recent investigation resulted in traces of cocaine being found in the toilets at Westminster has prompted us to launch the Clean Restrooms At Parliament campaign . We know that most MPs will embrace C.R.A.P and talk C.R.A.P at every opportunity.
#Manicfesto",['Manicfesto']
1371,realvictor__,jsyk idgaf 😺 • check @lhilchrix's bio✞,introvert,3744,6438,52451,31,"Finally 😩😩
Some Good news https://t.co/2pzAii0geO",[]
1372,WoRldWidebEauTe,I live for BTS | Jin's Gem,,37,1,178,1003,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
1373,skomer_island,Managed by @WTSWW. An oustanding wildlife haven & NNR. Home to half of the worlds Manx Shearwaters and tens of thousands of other seabirds.,Pembrokeshire,371,13488,3281,6,"Make a fabulous festive Christmas wreath from natural materials!🎄🍃

Follow our easy step by step guide 👉🏼 https://t.co/JYYeHtW1jk  🙌🥰 https://t.co/rUeUo1sSAK",[]
1374,HBDoppars,this acc is a gdm acc :p,,24,23,197,0,"[BREAKING NEWS] THE ONE AND ONLY @iKithSan NORZAR OPPAR RECENTLY HAS MADE TOP OF THE CHARTS WITH HER SONG ""saranghadeul yeojachingus"" IT HAS MADE TO BILLBOARD 100",[]
1375,EglisesF,Eglises de France - Christianophobie et Islamophobie - Histoire de France et d'Europe - #MontreTaCroix #DefendsTonEglise - FSSPX - GOTT MIT UNS,,3126,871,1412,10,Putin finally congratulates Joe Biden on his election victory https://t.co/nej52aJuq0,[]
1376,knowmefromwher3,🤍قمر,"London, England",1485,2047,36726,43,Bad News for KENYA: The Arab League issued a statement calling for respect for the sovereignty and territorial integrity of Somalia; cessation of any interference that may distabalise the country. 👇 https://t.co/Ehu5Hsp7Ce,[]
1377,JuliaChidley,,,1502,711,85006,1,"More than a third of close contacts of people with coronavirus are still not being reached by the test and trace system across Shropshire, Telford and Wrekin, new figures suggest.
https://t.co/sAAuKP6VCQ",[]
1378,Wasif2020_,Done & Dusted,Wah Cantt,2272,1928,73858,0,THIS IS FAKE NEWS https://t.co/NojW7RledE,[]
1379,mugundh24472154,seeking,coiambatore,164,67,6501,2,"Agriculture reforms are exactly what farmers’ unions, Opposition have been asking for over years, says Prime Minister Narendra Modi

https://t.co/Q2xKs75vrP https://t.co/bOaadbWtml",[]
1380,jctance8,idz_jayc,,159,52,129,1349,retweet for good news,[]
1381,VitaBellaWine,Wine Marketing & Communications🔸Advised over 250 international brands 🔸#Luxury #Strategy 🔸LinkedIn https://t.co/z80jmbcpPa,"Paris, France",5507,6793,49618,0,"The Future of Wine: VIVANT® Presents The World's First Live Streaming #Wine Experience Platform 
https://t.co/ESHQLFMD5j",['Wine']
1382,rockapepolitics,love politics. from Liverpool but in a brexit town. love political satire. brexiter.  firm belief in freedom of speech. anti woke. patriot.,U.K. Weaver Vale ,1254,1473,157635,21,"Unless you're one of the 370,000 made unemployed in the last three months, don't you dare tell me you think lockdowns and tier restrictions are necessary. https://t.co/pJiTnMdGUN via @Yahoo",[]
1383,KarfaMonika,Stylish Girl with sweet smile. Bitcoin,"Siliguri, India",1369,882,5434,0,Now support our local retailers this  #RetailDemocracyDay @PiyushGoyal @nsitharaman https://t.co/TvNpioplNa,['RetailDemocracyDay']
1384,BunnyxDesigns,"🇵🇷 
Co-Owner @DreamMakersHQ  
Overall Lead Designer @DreamMakersHQS 
🅶🅰🅼🅴🆁 / 🅴🅳🅸🆃🅾🆁  
(💍@ZhengOG )
 1🐠, 2🐹,3🤱",ℙ𝕖𝕟𝕟𝕤𝕪𝕝𝕧𝕒𝕟𝕚𝕒,91,1739,3017,353,Japanese man sentenced to death for murdering nine people after luring them on Twitter https://t.co/9vLmU2nX1R,[]
1385,Y78FiK9GxcQ3FDY,Given aid or comfort to the enemies thereof,,408,256,3115,0,@shovelhead__76 @disclosetv Also fake news,[]
1386,stlibro,💙✌🏼✊🏼💙,"Gloucester, MA",292,64,8518,1,"Sen. Mitt Romney said that he is ""not surprised"" upon hearing news of Attorney General William Barr's resignation, which came less than two weeks after the attorney general debunked the president's unfounded claims that the election was rigged. https://t.co/V2mRhIGBzs",[]
1387,MaximUSofA,"World Traveler, Life Coach for Lost Souls, Humility is My Greatest Virtue & I’m The Best At It 🇺🇸",The Sunshine State,200,32,397,0,"(1/2) CNN has gone full-on Pravda. Here’s one small gem from the Ministry of Misinformation Mine:

“...Some strains of the conspiracy theory have aimed to tie the company to the late Venezuelan leader Hugo Chávez and George Soros...”

#Smartmatic 
https://t.co/yBtJgavQbj",['Smartmatic']
1388,KnbYohan,Believe it 💜,,914,483,23498,7975,the news on December 21st 😂😂 https://t.co/j0JvwTTr8z,[]
1389,emovo_,"Soot Committee! 
AR T ACCOUNT wOW
artesta pequen 🇧🇷",he/she,286,521,11232,5,"I AM BACK WITH DRISTA FANART BUT BAD NEWS I ACCIDENTALLY DELETED THE FOLDER THAT HAD ALL MY ARTWORKS IN IT :’D

#drista #dristafanart https://t.co/ZynHwRfxP6",['drista']
1390,ILMEditor,"Market leading multi-platform media brand serving the entire global leather supply chain, with a focus on leather makers as well as traders, brands/retailers.",Worldwide,602,1411,8725,0,Vietnam’s footwear exports forecast to increase 50% by 2025 https://t.co/ReZQsoefiu,[]
1391,thewrightperiod,liberal-and proud of it ✌🏼Old Floridian 🌴 #BIDEN2020 🗽#resistance 🌊 WEAR A MASK😷,sarasota county-FL,1723,455,13687,450,"""This is probably going to be one of the most consequential cyberattacks in U.S. history,” one U.S. official said, after the NSC held its second meeting in three days about the attacks, which security experts have linked to Russian intelligence. 
https://t.co/ul466dLVaL",[]
1392,Jotilpip,"I'm a huge admirer of Jeffrey Dean Morgan, the man and the actor! ❤️ Animal devotee too!","Norwich, Norfolk UK",540,770,23576,72,Meghan Markle and Archie sue photo agency accused of 'taking their pictures' while on walk https://t.co/ONA1p9T67s https://t.co/M0ixxwTUW7,[]
1393,DianeEugenio,,"Florida, USA",2040,370,248039,15,"In final years at Liberty, Falwell spent millions on pro-Trump causes https://t.co/eiTkpgzpLJ via @politico",[]
1394,ABSCBNNewsLife,"https://t.co/DWiV5x46jN :: Arts, Culture, Food, Travel, Health, Sex, Relationships, Youth","Manila, Philippines",37,69090,24494,0,WATCH: Philippines showcased in Beautiful Destinations video https://t.co/RdHMupxrfu,[]
1395,viveksekhar1,तू किसी रेल सी गुज़रती है.. में किसी पूल सा थरथराता हूँ.  #TeamBaan member 💪,🇮🇳🇮🇳,812,1647,104568,6,"NITI Aayog Health Index UP Bottom
https://t.co/307KTxrQSr

NITI Aayog Education Index - UP Bottom
https://t.co/QQyQwaJwt7

Law and Order  - UP Worst 
https://t.co/XunXHPWCkR

Women Safety - UP at bottom

Per capita - UP bottom

But Yogi is role model . https://t.co/staphT9B7p",[]
1396,southerngurl53,,,2922,483,40188,2300,"New Zealand lifts all Covid restrictions, declaring the nation virus-free - BBC News https://t.co/hFtWMA2vBw",[]
1397,littletiddiess,You made me begin~~ @BTS_twt,,369,206,2687,1004,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
1398,dominant_Jimin,#Namjoon : DONE IS BETTER THAN PERFECT,"Andhra Pradesh, India",695,537,47476,94,"[NEWS]

BTS Jimin ranked #1 for an individual and #5 overall in the 2020 Most Tweeted about K-Pop Hashtags in Singapore.

He has consistently ranked on Twitter yearend reviews in many territories and was Twitter Asian's most tweeted about Asian Celebrity.

https://t.co/TuL4bAfYDJ https://t.co/FH6livLyTB",[]
1399,Leslie_resists,#BLM 💙🌊🙏🥂 if maggot Mussolini is your Lord and savior then just go block yourself and save me the trouble,Whitman County Washington USA,7497,6829,304464,0,"@critigal1 Serious question.  If I'm not on Twitter life seems normal.  Once I get on Twitter or watch cable news it feels like we're on the verge of something really, really bad.. then I wonder if I am just being riled up to keep me engaged.  How do you feel about it?",[]
1400,CoffeeDoq,Roving tea and coffee drinkers around Dublin and Cork. Tweet us with your reviews/recommendations! All views our own. *Clink!*,"Dublin, Ireland",4408,1196,10442,3,New research shows many older women can avoid chemo after breast cancer  https://t.co/ANfHyKnLIv,[]
1401,quedos2000_1417,😘,Kenya,1300,199,456,0,You face arrest with three in family car https://t.co/PvAVApOYHl via @thestarkenya,[]
1402,Sanyeh1,"Educationist, save our world, singer, writer, passionate believer in justice for all, ex UN, promoter of civil society, hate all types of abuse",Argyll and Northamptonshire,2462,2204,159734,1,"These places all have infection rates over 300
https://t.co/J1nJPpONLn",[]
1403,HameedkhanPti23,"‏‏‏‏‏‏‏‏‏جن سے  دل💖 جُڑ  جائیں👈اُنکے بغیردل💖 نہیں لگتا 
‎‎‎#یا☝‎‎‎‎‎‎‎‎#رَب__اُنہیں_بھی خُوش_رکھنا‎‎‎‎‎‎‎‎#جو_ہمیں_خُوش نہیں دیکھ سکتے","میانوالی, پاکستان",1672,1362,8385,4145,"More good news for Pakistan's economy as workers’ remittances continued to grow in November - remaining above US$2 billion for a record 6th consecutive month. Acc to SBP they rose to US$2.34 billion, up 2.4% over the previous month &amp; 28.4% over November 2019.",[]
1404,DemonGlitches,blah blah blah,,40,183,511,27,"NEWS: 6 New Vehicles have been released today. Here are the vehicles and prices

(Credit @GTAGFX) https://t.co/wEav13t75A",[]
1405,fullmoon003,宁愿最后徒劳无功，也不选择无动于衷！,United States,323,215,14453,5665,"TX presidential electors cast all 38 votes for Trump &amp; Pence... they also voted to ""condemn"" SCOTUS tossing out TX election lawsuit. #txlege https://t.co/L5JLzLk7Jm",[]
1406,504_dr,Awaiting the return of the mother ship to take me off this planet.,Anishinabeg territory,470,480,30059,1,"#Indigenous leaders call for voice, vote in climate talks.

🌴Despite all the high-tech solutions proposed for capturing carbon from the atmosphere, one of the best methods is low-tech &amp; inexpensive: keep the planet's #forests intact. https://t.co/o9mbZCBpaz",['Indigenous']
1407,Its_Nabarun,"Co-Founder, @Ornativa | Entrepreneur at Heart | eCommerce Specialist | Innovator | Designer | Product Leader | 3D Printing",Bangalore,1975,423,736,0,"This drive can be boiled in water, baked at 500 degrees in an oven, blasted in a microwave, and demagnetized, but the data it contains will survive. https://t.co/FFn6Tzc7FS",[]
1408,chaeunion,🇸🇬 she | her •ot12 ❤️• 🎞• 17,IZ*Land 🏰,328,384,7246,0,@gepomine best news to wake up too🥺,[]
1409,mochi_wwh,i'm in this bangtan shit for life •‿• | fan acc of @BTS_twt that paved the way  ♡ | she/her,bangtanworld/🇵🇭,462,152,32652,1004,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
1410,PhilDeCarolis,Follow @PhilDeCarolis for real-time liberty based news. Also visit https://t.co/wDbzjjOGGL and   https://t.co/RXyUq1UJSI,"Southern California, U.S.",35,3601,1409764,10,"Takahiro Shiraishi, Japan's notorious 'Twitter killer', has been sentenced to death

https://t.co/jSnFOU8WQs",[]
1411,Escort_Vessel,乗り物全般大好き/趣味は模型製作&ジオラマ製作/艦これ(横須賀鎮守府)/ YouTubeとニコ動に動画あげてます/コスプレやってます主に東方Project ルーミア/手抜きで加工/よく脚と自撮りをあげます/特撮大好き/「自閉症スペクトラム、不眠症、不安感」 /相方@Black_the_edge(カメラ）アイコンは加工,ルーミアのスカートの中にいる住人,1389,1124,130055,27,"NEWS: 6 New Vehicles have been released today. Here are the vehicles and prices

(Credit @GTAGFX) https://t.co/wEav13t75A",[]
1412,lorna_mckain,,Glasgow,193,608,55556,27,Drug deaths in Scotland reach worst level on record - rising by 6% in a year https://t.co/7Xo81zz7i4,[]
1413,yohaannjafrani,"❤Amy Winehouse❤.
👑 Nicki Minaj 👑 
I have BDE Big Disaster Energy .",,188,170,20528,10059,We know that Jesy leaving the group is going to be really upsetting news for our fans. We love you guys so much and are so grateful for your loyalty and continued support of all of us.,[]
1414,MailOnline,For the latest updates on breaking news visit our website https://t.co/5os3efxRyQ #seriouslypopular,,2267,2601132,352721,6,More than half a million of Uighurs 'forced to hand-pick cotton under 'coercive labour scheme' in China's Xinjiang' https://t.co/HCr2JgiUr6,[]
1415,MsSwis,"It's in God's hands, 'IN GOD WE TRUST'

This is why Trump was elected, will be reelected:
https://t.co/hKqoXH4H5r

#SeeSomethingSaySomething 

#FactsMatter",,242,555,55098,19949,JUST RELEASED: Emergency Directive 21-01 calls on all federal civilian agencies to review their networks for indicators of compromise and disconnect or power down SolarWinds Orion products immediately. Read more: https://t.co/VFZ81W2Ow7,[]
1416,Mark45dominic,#iot #digital #ai #BigData #smartcity #Geopolitics #technology #china #artificialintelligence #breaking #indopacific #cybercrime #terrorism #Taiwan #hongkong,,4971,3156,290890,1,Turkish sanctions hailed by diaspora advocacy group in US https://t.co/k8XYyop9dZ https://t.co/dqV60MmUsK,[]
1417,adepreece,Forever proud remainer and European. Not so proud of this country's representatives at present. Hoping the future isn't orange..,,1255,479,14999,1493,"BREAKING NEWS: The Sedition Is in Public Now—and Federal Law Enforcement Better Take It Seriously—As Fraudulent ""Trump Electors"" Attempt a Coup of America's Democratically Elected Government https://t.co/N91zeaAque",[]
1418,rpandya72,"ReTweeter
l नमस्ते सदा वत्सले मातृभुमे।🚩
બાપા સીતારામ 🙏 કેમ છે અલ્યા, લ્હેર મા ને?😀","મુલુંડ, મુંબઇ, અખંડ ભારત ",2142,1470,347044,4,Great news ! Has the opportunity to meet him a few years ago but at that time he was Mayor ... https://t.co/8OouBLYeMZ,[]
1419,Sesimbra5,,,572,629,119604,15,Georgia’s Supreme Court Rejected Trump’s Suit Over the Weekend. His Proxy Appealed Another Case and Lost Immediately on Monday. https://t.co/rHRc8swBlE,[]
1420,Harpree08379009,,,7,0,44,0,@_SwarajIndia @_YogendraYadav Please GO ON AKTK CHANNEL IT IS SPREADING FAKE NEWS ABOUT FARMERS PROTEST AND DISLIKE IT,[]
1421,Kirkuknow_DT,KirkukNow is the leading Iraqi independent media that covers the disputed areas in the country.,Iraq,12,3837,7022,0,"Members of defunct Kaka’i militia seek its re-establishment

▪️ Uméd Hisén, the commander of the militia, told KirkukNow: “The Kaka’i notables and villagers request us to resume our work and return to the Kaka’i villages.”
https://t.co/UQsCit84DE https://t.co/GT726dXGxU",[]
1422,alien_redneck,We crashed here into your POS weather balloon because you chump deplorables have beer and Brazilian butt lifts.,Roswell at yo momma house,2112,1326,15534,20169,"CHULEY OPINION: Forensic auditors find shocking 68% error rate in one Michigan county’s votes - https://t.co/5uO5DOUJkM - @washtimes ""Oops. Big oops. In fact, the system was found to be ""purposefully designed w/ inherent errors to create systemic fraud and influence ... results.”",[]
1423,UMkhan7,My sport always my Country Pakistan My Leadr Nawaz Sharif.❤,"Punjab, Pakistan",2585,2663,37478,41,"There was a meeting in Billion.  Watch International Channel Coverage.  Al-Jazeera To, BBC Urdu News.  Your channel is so hypocritical.
@NawazSharifMNS @MaryamNSharif  @Atifrauf79 @ChSApmln @Aadiiroy @NAIRA_266 @mahwishzafar7  @pmln_org 
#لاہورجلسے_سے_گھبراگیاسلیکٹڈ https://t.co/KnKYDaJhox",[]
1424,Mvakwendlu3,"I am against this three Imperialist representative system in Africa (education,religion& Politics) born revolutionarist. I am Black First Land First.",Every where in Africa,393,159,5509,30,"Breaking News

Puplic Protector office under the leadership of Advocate Busisiwe Mkhwebane records clean audit. This is the for first time in 25 years. https://t.co/jdmznm01AE",[]
1425,orlarose02,Was Twitter famous one time,"Coatbridge, Scotland",437,227,262,1608,"Ann Reinking, the Tony Award-winning actor, dancer and choreographer who is perhaps best known for playing the role of Roxie Hart in 1977’s #Chicago, has died at 71 https://t.co/nRtrCKupEW https://t.co/m4yi366DLM",[]
1426,ctn_jcs,🐢🐢🐢,templo ng josh,410,1817,46257,12,"Mark your calendars! For the first time in 800 years, the solar system's largest planets, Jupiter and Saturn, will appear visibly closest on December 21 https://t.co/RE1cV3pD9l",[]
1427,Moe5833,IG:moe5833  Snapchat: Moezy13,LONDON,258,143,17161,58,Telling people good news before it’s 100% is the biggest mistake,[]
1428,iamYungbozz,"Artist,graphic designer,playful,half genius.....programmer in the making #GangstaProperty #TeamGP,booking:donmanssydymkid@gmail.com",Abuja,374,327,726,36,"Just woke up to some really shameful news coming from uganda. 
How on earth did the show take place
Why do we always choose to be embarrassing ourselves in Africa. This is utterly shameful .  
#FreeOmahLay  #FreeTems",[]
1429,news18dotcom,"More than just news, analysis & opinion. The digital platform of @CNNnews18

We're now on Telegram: https://t.co/4JMWUefhbD",India,178,149545,178784,1,"Hardik Pandya Shares an Adorable Pic with Son Agastya; Have You Seen it Yet?

https://t.co/ZS2e1n1g93",[]
1430,prchovanec,"Private sector economic advisor, part-time adjunct professor at Columbia University’s School of International and Public Affairs, on US-China relations.","New York, NY",2434,59370,231445,2,Sweden’s Hospitals Now Face Nationwide Staff Shortages: Report  https://t.co/rTtKqjD8KR,[]
1431,trendsinAI,The definitive AI bot for Industry news,,381,589,154941,9,"""Mobile Suit Gundam"" commemorating 40th anniversary of popular #anime 🤖 via @nhk_news
 
#futureofwork #AI #tech #robots #robotics #Japan @alvinfoo @rwang0 @enricomolinari @PawlowskiMario @sebbourguignon @labordeolivier @Nicochan33 @TerenceLeungSF @Fabriziobustama @RagusoSergio https://t.co/d0A7gWRhC4","['anime', 'futureofwork', 'AI', 'tech', 'robots']"
1432,6ixbgod,b l a c k. l i v e s. m a t t e r. ✊🏿 he/him, | 🇬🇭 x 🇸🇱,437,413,5701,7976,the news on December 21st 😂😂 https://t.co/j0JvwTTr8z,[]
1433,Katiethetatey,Mother...Enjoy drinking booze and eating pizza 🍻.. Coffee Addict ..Loving life just winging it..✨,"North East, England",5001,3758,207670,17,"In Day 2 of our '12 Days of Christmas' #giveaway, #win a @Helinox_ Chair Two, worth £120!

To enter, simply follow our page, like this post and tag a friend you think would also like to win before midnight tonight! More info, plus T&amp;Cs, here: https://t.co/AwYxBk3FBN https://t.co/6xVyLPP9j1","['giveaway', 'win']"
1434,hayden_jonny,,,199,19,465,0,@SkyNews And thats news is it,[]
1435,usociety,"#Longitudinal survey following 40,000 UK households annually. Unprecedented 
research opportunities. Based at @iseressex & @Uni_of_Essex","University of Essex, UK",2588,12969,11981,0,"Researchers have used blood #biomarkers from 5,286 of our participants to look at future disabilities... https://t.co/JyT3xOOtQA 
@uniofeastanglia @UeaMed @ESRC @UKDataService 
@CLOSER_UK  #biomarker #socialscience #blood 
@HealthFdn @ADavillas @Uni_of_Essex https://t.co/hk1iF7YLqA","['biomarkers', 'biomarker', 'socialscience', 'blood']"
1436,Moni120304,"side account. like and follow
(FAN ACCOUNT)
she/her",,449,289,8020,1004,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
1437,GNSGRadio,Where The Music Is The Message!,"Shelby, NC",86,300,322529,0,"Now Playing: ""The Healer In the Grave"" By ""The Talleys"" on Good News Southern Gospel #NowPlayingOnGNSG",['NowPlayingOnGNSG']
1438,florian2773,"Energy Assessor/Advisor  
Environment, climate change, energy efficiency, lowering carbon emissions",UK,860,795,27897,95,"At last some good news. The US has corrected its 2016 error. Sadly ours is still happening, despite it bearing no relation to what its lying promoters promised. It will take longer and the damage will be greater. https://t.co/UbJiGH5Q9F",[]
1439,sneha46150538,Truth love Compassion,,166,194,27255,111,"Breaking News

Once Again

Arjun Rampal Summoned By NCB

#CBIEndSilenceInSSRcase https://t.co/q7nMV7dpOv",['CBIEndSilenceInSSRcase']
1440,sznekazglancem,"✧ 21 || sʜᴇ/ʜᴇʀ || ***** *** ✧ ᴅᴏ ʏᴏᴜ ʟɪᴋᴇ ᴘɪᴇᴄᴢᴏɴᴇ ᴋᴀꜱᴢᴛᴀɴʏ ✧
ᴡɪғᴇʏ @rzepkowypisior 💕 
ᴡᴇ ᴄᴏᴏᴘ ɪɴ ɢᴇɴꜱʜɪɴ @chibi1803 💕",tutaj wolno srać,187,601,132550,324,"Fate/Grand Order announces the new Christmas event will release on December 16 with Karna Santa (Saber) as the welfare.

https://t.co/onQkUJDCsM #FateGO #FGO https://t.co/5gz0g5trhA",[]
1441,Miss_Placed_,,,5001,2635,641078,16,"Water gushes down Dorrigio Mountain and on to the road, making it unpassable.

Watch more videos from Sky News: https://t.co/nvNUgTnmbJ https://t.co/vGas5LQ85o",[]
1442,junkyuost,ㅤㅤㅤㅤ♫♪ ♫ ♪♪♫  JUNKYU MY BEST PART ➷💌💭,+63 ㅤㅤㅤㅤㅤunique vocal ♪♪ ♫♪ㅤㅤㅤ,1600,1619,12717,417,"TREASURE will sing an ending theme song for TV Tokyo anime ‘Black Clover’. The title of the song will be ‘Beautiful’.

Source: https://t.co/9CWlMdhg7C

@treasuremembers #TREASURE",[]
1443,martin97903661,"100% Remain, 100% Anti-Tory, Voting to dump Tory at all cost. Save NHS, Save all Services, Fix Destitution, Fix Rail, Gas, Electric, Water, etc.",,1092,728,58523,6,Biden is officially named president-elect: Hawaii cements Joe's Electoral College victory by bringing his final tally to 306 https://t.co/XFdTLYAVzv,[]
1444,akpenequame,Development Policy Expert. Progressive. Integrity. Honesty. Closer Walk with GOD,,327,211,8101,0,"He is dazed. Fake news carrier.  It reminds me of a story in the Bible when the guy ran to be the first to report to the king from the battlefield  and he said mmmmmmmh, mmmh...
No info  fake nkoaaaa. https://t.co/7VnCcU4hWc",[]
